external_source,external_id,category_code,product_name,brand,description,price,currency,stock_status,image_preview,thumbnail_url,local_image_path,source_url,use_product,mood_code
IKEA,104.890.09,SOFA,GLOSTAD 글로스타드 2인용소파 - 크니사 다크그레이,IKEA,"GLOSTAD 글로스타드 2인용소파 - 크니사 다크그레이. GLOSTAD 글로스타드 소파는 심플한 디자인을 자랑하며, 두툼한 시트와 푹신한 팔걸이, 부드러운 등쿠션이 제자리에 고정되어 있어 편안한 착석감을 선사해요. 소파의 무게가 가벼워 집에서 가구를 재배치하거나 새 집으로 이사할 때 쉽게 옮길 수 있습니다. 완만하게 경사진 다리는 소파의 안정성을 높여주고 개성 있는 느낌을 선사합니다. 나사 8개만으로 쉽고 빠르게 조립할 수 있도록 설계되었습니다. 작고 귀여운 소파로 좁은 공간에도 잘 어울립니다. 커버를 벗길 수 없습니다.",140000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/glostad-2-seat-sofa-knisa-dark-grey__1577178_pe1033002_s5.jpg,output_sofa\images\104.890.09.jpg,https://www.ikea.com/kr/ko/p/glostad-2-seat-sofa-knisa-dark-grey-10489009/,검토,
IKEA,004.888.21,SOFA,GLOSTAD 글로스타드 2인용소파 - 크니사 미디엄블루,IKEA,"GLOSTAD 글로스타드 2인용소파 - 크니사 미디엄블루. GLOSTAD 글로스타드 소파는 심플한 디자인을 자랑하며, 두툼한 시트와 푹신한 팔걸이, 부드러운 등쿠션이 제자리에 고정되어 있어 편안한 착석감을 선사해요. 소파의 무게가 가벼워 집에서 가구를 재배치하거나 새 집으로 이사할 때 쉽게 옮길 수 있습니다. 완만하게 경사진 다리는 소파의 안정성을 높여주고 개성 있는 느낌을 선사합니다. 나사 8개만으로 쉽고 빠르게 조립할 수 있도록 설계되었습니다. 작고 귀여운 소파로 좁은 공간에도 잘 어울립니다. 커버를 벗길 수 없습니다.",140000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/glostad-2-seat-sofa-knisa-medium-blue__1578500_pe1034143_s5.jpg,output_sofa\images\004.888.21.jpg,https://www.ikea.com/kr/ko/p/glostad-2-seat-sofa-knisa-medium-blue-00488821/,검토,
IKEA,295.090.26,SOFA,EKTORP 엑토르프 2인용소파 - 실란다 라이트베이지,IKEA,EKTORP 엑토르프 2인용소파 - 실란다 라이트베이지. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. 멜란지 효과가 들어간 KILANDA 실란다 패브릭은 소재의 90% 이상이 재활용 폴리에스테르이며 표면이 부드럽습니다. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다. 10년 품질보증. 자세한 내용은 품질보증 브로슈어를 참조하세요.,479000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-2-seat-sofa-kilanda-light-beige__1577714_pe1033461_s5.jpg,output_sofa\images\295.090.26.jpg,https://www.ikea.com/kr/ko/p/ektorp-2-seat-sofa-kilanda-light-beige-s29509026/,검토,
IKEA,595.090.20,SOFA,EKTORP 엑토르프 2인용소파 - 칼스호브 베이지/멀티컬러,IKEA,"EKTORP 엑토르프 2인용소파 - 칼스호브 베이지/멀티컬러. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. 내구성이 우수한 커버는 선염 100% 면 패브릭인 칼스호브로 만들었고, 클래식한 스트라이프 패턴으로 장식했어요. 천연 소재로 만들어 피부에 닿는 패브릭의 감촉이 부드럽죠. 커버는 세탁기로 빨아 쓸 수 있으며 간편하게 벗겨내고 다시 씌울 수 있어 관리하기가 편합니다.",529000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-2-seat-sofa-karlshov-beige-multicolour__1194837_pe902083_s5.jpg,output_sofa\images\595.090.20.jpg,https://www.ikea.com/kr/ko/p/ektorp-2-seat-sofa-karlshov-beige-multicolour-s59509020/,검토,
IKEA,195.090.17,SOFA,EKTORP 엑토르프 2인용소파 - 하케보 그레이그린,IKEA,EKTORP 엑토르프 2인용소파 - 하케보 그레이그린. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. HAKEBO 하케보 커버는 부드럽고 매끈한 느낌으로 질감이 우수해 소파를 더욱 편안하고 친근하게 만들어 줍니다. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다. 여러 가지 커버 중에서 집과 잘 어울리고 마음에 드는 커버를 선택할 수 있죠.,429000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-2-seat-sofa-hakebo-grey-green__1577713_pe1033460_s5.jpg,output_sofa\images\195.090.17.jpg,https://www.ikea.com/kr/ko/p/ektorp-2-seat-sofa-hakebo-grey-green-s19509017/,검토,
IKEA,995.090.23,SOFA,EKTORP 엑토르프 2인용소파 - 실란다 다크블루,IKEA,EKTORP 엑토르프 2인용소파 - 실란다 다크블루. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. 멜란지 효과가 들어간 KILANDA 실란다 패브릭은 소재의 90% 이상이 재활용 폴리에스테르이며 표면이 부드럽습니다. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다. 여러 가지 커버 중에서 집과 잘 어울리고 마음에 드는 커버를 선택할 수 있죠.,479000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-2-seat-sofa-kilanda-dark-blue__1194825_pe902075_s5.jpg,output_sofa\images\995.090.23.jpg,https://www.ikea.com/kr/ko/p/ektorp-2-seat-sofa-kilanda-dark-blue-s99509023/,검토,
IKEA,895.090.14,SOFA,EKTORP 엑토르프 2인용소파 - 하케보 다크그레이,IKEA,EKTORP 엑토르프 2인용소파 - 하케보 다크그레이. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. HAKEBO 하케보 커버는 부드럽고 매끈한 느낌으로 질감이 우수해 소파를 더욱 편안하고 친근하게 만들어 줍니다. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다. 여러 가지 커버 중에서 집과 잘 어울리고 마음에 드는 커버를 선택할 수 있죠.,429000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-2-seat-sofa-hakebo-dark-grey__1577718_pe1033462_s5.jpg,output_sofa\images\895.090.14.jpg,https://www.ikea.com/kr/ko/p/ektorp-2-seat-sofa-hakebo-dark-grey-s89509014/,검토,
IKEA,705.708.36,SOFA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 그린,IKEA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 그린. 다양한 IKEA의 클래식 아이템이 새로운 모습으로 재탄생한 Nytillverkad 뉘틸베르카드 컬렉션의 일부예요. DYVLINGE 뒤블링에 회전 이지체어는 1967년 IKEA 카탈로그에 MILA 밀라라는 이름으로 출시되었어요. 그 당시에도 몸 전체의 긴장을 자연스럽게 풀 수 있는 자세로 앉을 수 있는 제품이었죠. Nytillverkad 뉘틸베르카드 컬렉션으로 다시 돌아온 이 이지체어의 지지대에는 4개가 아닌 5개의 다리를 적용해 넘어질 위험을 최소화했어요.,249000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/dyvlinge-swivel-easy-chair-kelinge-green__1205904_pe907276_s5.jpg,output_sofa\images\705.708.36.jpg,https://www.ikea.com/kr/ko/p/dyvlinge-swivel-easy-chair-kelinge-green-70570836/,검토,
IKEA,406.238.60,SOFA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 베이지,IKEA,"DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 베이지. DYVLINGE 뒤블링에 회전 이지체어는 1967년 IKEA 카탈로그에 MILA 밀라라는 이름으로 출시되었어요. 그 당시에도 몸 전체의 긴장을 자연스럽게 풀 수 있는 자세로 앉을 수 있는 제품이었죠. Nytillverkad 뉘틸베르카드 컬렉션으로 다시 돌아온 이 이지체어의 지지대에는 4개가 아닌 5개의 다리를 적용해 넘어질 위험을 최소화했어요. 넓은 시트, 살짝 젖혀진 등받이, 회전 기능 덕분에 나에게 딱 맞는 편안한 앉은 자세를 쉽게 찾을 수 있습니다.",249000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/dyvlinge-swivel-easy-chair-kelinge-beige__1457402_pe992618_s5.jpg,output_sofa\images\406.238.60.jpg,https://www.ikea.com/kr/ko/p/dyvlinge-swivel-easy-chair-kelinge-beige-40623860/,검토,
IKEA,205.708.29,SOFA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 블랙,IKEA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 블랙. 다양한 IKEA의 클래식 아이템이 새로운 모습으로 재탄생한 Nytillverkad 뉘틸베르카드 컬렉션의 일부예요. DYVLINGE 뒤블링에 회전 이지체어는 1967년 IKEA 카탈로그에 MILA 밀라라는 이름으로 출시되었어요. 그 당시에도 몸 전체의 긴장을 자연스럽게 풀 수 있는 자세로 앉을 수 있는 제품이었죠. Nytillverkad 뉘틸베르카드 컬렉션으로 다시 돌아온 이 이지체어의 지지대에는 4개가 아닌 5개의 다리를 적용해 넘어질 위험을 최소화했어요.,249000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/dyvlinge-swivel-easy-chair-kelinge-black__1205899_pe907271_s5.jpg,output_sofa\images\205.708.29.jpg,https://www.ikea.com/kr/ko/p/dyvlinge-swivel-easy-chair-kelinge-black-20570829/,검토,
IKEA,805.819.19,SOFA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 오렌지,IKEA,DYVLINGE 뒤블링에 회전라운지체어 - 셸링에 오렌지. 다양한 IKEA의 클래식 아이템이 새로운 모습으로 재탄생한 Nytillverkad 뉘틸베르카드 컬렉션의 일부예요. DYVLINGE 뒤블링에 회전 이지체어는 1967년 IKEA 카탈로그에 MILA 밀라라는 이름으로 출시되었어요. 그 당시에도 몸 전체의 긴장을 자연스럽게 풀 수 있는 자세로 앉을 수 있는 제품이었죠. Nytillverkad 뉘틸베르카드 컬렉션으로 다시 돌아온 이 이지체어의 지지대에는 4개가 아닌 5개의 다리를 적용해 넘어질 위험을 최소화했어요.,249000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/dyvlinge-swivel-easy-chair-kelinge-orange__1322501_pe942192_s5.jpg,output_sofa\images\805.819.19.jpg,https://www.ikea.com/kr/ko/p/dyvlinge-swivel-easy-chair-kelinge-orange-80581919/,검토,
IKEA,495.090.11,SOFA,EKTORP 엑토르프 3인용소파 - 실란다 라이트베이지,IKEA,EKTORP 엑토르프 3인용소파 - 실란다 라이트베이지. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. 멜란지 효과가 들어간 KILANDA 실란다 패브릭은 소재의 90% 이상이 재활용 폴리에스테르이며 표면이 부드럽습니다. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다. 10년 품질보증. 자세한 내용은 품질보증 브로슈어를 참조하세요.,599000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-3-seat-sofa-kilanda-light-beige__1577723_pe1033470_s5.jpg,output_sofa\images\495.090.11.jpg,https://www.ikea.com/kr/ko/p/ektorp-3-seat-sofa-kilanda-light-beige-s49509011/,검토,
IKEA,095.090.08,SOFA,EKTORP 엑토르프 3인용소파 - 실란다 다크블루,IKEA,EKTORP 엑토르프 3인용소파 - 실란다 다크블루. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. 멜란지 효과가 들어간 KILANDA 실란다 패브릭은 소재의 90% 이상이 재활용 폴리에스테르이며 표면이 부드럽습니다. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다. 여러 가지 커버 중에서 집과 잘 어울리고 마음에 드는 커버를 선택할 수 있죠.,599000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-3-seat-sofa-kilanda-dark-blue__1194843_pe902111_s5.jpg,output_sofa\images\095.090.08.jpg,https://www.ikea.com/kr/ko/p/ektorp-3-seat-sofa-kilanda-dark-blue-s09509008/,검토,
IKEA,695.090.05,SOFA,EKTORP 엑토르프 3인용소파 - 칼스호브 베이지/멀티컬러,IKEA,"EKTORP 엑토르프 3인용소파 - 칼스호브 베이지/멀티컬러. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. 내구성이 우수한 커버는 선염 100% 면 패브릭인 칼스호브로 만들었고, 클래식한 스트라이프 패턴으로 장식했어요. 천연 소재로 만들어 피부에 닿는 패브릭의 감촉이 부드럽죠. 커버는 세탁기로 빨아 쓸 수 있으며 간편하게 벗겨내고 다시 씌울 수 있어 관리하기가 편합니다.",649000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-3-seat-sofa-karlshov-beige-multicolour__1194859_pe902109_s5.jpg,output_sofa\images\695.090.05.jpg,https://www.ikea.com/kr/ko/p/ektorp-3-seat-sofa-karlshov-beige-multicolour-s69509005/,검토,
IKEA,395.090.02,SOFA,EKTORP 엑토르프 3인용소파 - 하케보 그레이그린,IKEA,EKTORP 엑토르프 3인용소파 - 하케보 그레이그린. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. HAKEBO 하케보 커버는 부드럽고 매끈한 느낌으로 질감이 우수해 소파를 더욱 편안하고 친근하게 만들어 줍니다. 여러 가지 커버 중에서 집과 잘 어울리고 마음에 드는 커버를 선택할 수 있죠. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다.,549000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-3-seat-sofa-hakebo-grey-green__1577722_pe1033469_s5.jpg,output_sofa\images\395.090.02.jpg,https://www.ikea.com/kr/ko/p/ektorp-3-seat-sofa-hakebo-grey-green-s39509002/,검토,
IKEA,195.089.99,SOFA,EKTORP 엑토르프 3인용소파 - 하케보 다크그레이,IKEA,EKTORP 엑토르프 3인용소파 - 하케보 다크그레이. 등받이 쿠션은 폴리에스테르섬유 충전재를 사용하여 편안하며 각각 다른 느낌의 양면을 번갈아 사용할 수 있습니다. 시트쿠션에 고탄력폼과 폴리에스테르섬유 충전재를 넣어서 앉았을 때 편안하고 복원력이 뛰어납니다. HAKEBO 하케보 커버는 부드럽고 매끈한 느낌으로 질감이 우수해 소파를 더욱 편안하고 친근하게 만들어 줍니다. 여러 가지 커버 중에서 집과 잘 어울리고 마음에 드는 커버를 선택할 수 있죠. 커버는 분리하여 물세탁이 가능하기 때문에 오랫동안 깨끗하게 사용할 수 있습니다.,549000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/ektorp-3-seat-sofa-hakebo-dark-grey__1577720_pe1033467_s5.jpg,output_sofa\images\195.089.99.jpg,https://www.ikea.com/kr/ko/p/ektorp-3-seat-sofa-hakebo-dark-grey-s19508999/,검토,
IKEA,092.703.04,SOFA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 골든브라운/메탈,IKEA,"LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 골든브라운/메탈. 커버와 어울리는 다리 슬리브 포함. 커버를 벗길 수 없습니다. 그레인 가죽은 얇은 보호 코팅 처리를 거쳐 자국, 주름, 색감 변화 등 자연스러운 느낌을 간직합니다. 따라서 표면을 두껍게 코팅 처리한 가죽보다 햇빛과 때, 액체, 긁힘에 약합니다. 시트쿠션과 등쿠션, 팔걸이 내부, 상단, 앞면은 자연스러운 색감이 특징인 부드럽고 매끈하면서 튼튼한 GRANN 그란 그레인 가죽으로 덮여 있어요. 다른 면은 BOMSTAD 봄스타드 코팅 패브릭이 사용되었어요.",1029000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/landskrona-3-seat-sofa-grann-bomstad-golden-brown-metal__1576952_pe1032843_s5.jpg,output_sofa\images\092.703.04.jpg,https://www.ikea.com/kr/ko/p/landskrona-3-seat-sofa-grann-bomstad-golden-brown-metal-s09270304/,검토,
IKEA,790.317.01,SOFA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 블랙/메탈,IKEA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 블랙/메탈. 두께 1.2mm의 그레인 가죽을 사용하여 매끄럽고 부드럽습니다. 내구성이 높은 코팅 패브릭 커버를 사용하여 가죽과 같은 느낌과 질감을 살렸습니다. 시트쿠션에 고탄성폼과 폴리에스테르 섬유 충전재를 넣어서 더욱 편안합니다. 팔걸이를 분리할 수 있고 긴의자에 쉽게 설치할 수 있어요. 10년 품질보증. 자세한 내용은 품질보증 브로슈어를 참조하세요. 커버와 어울리는 다리 슬리브 포함. 커버를 벗길 수 없습니다.,1029000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/landskrona-three-seat-sofa-grann-bomstad-black-metal__1576905_pe1032802_s5.jpg,output_sofa\images\790.317.01.jpg,https://www.ikea.com/kr/ko/p/landskrona-three-seat-sofa-grann-bomstad-black-metal-s79031701/,검토,
IKEA,192.757.73,SOFA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 다크베이지/우드,IKEA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 다크베이지/우드. 피부에 닿는 면은 부드럽고 매끄러우며 튼튼한 그레인 가죽 소재의 GRANN 그란으로 덮여 있어요. 이 가죽은 자연스러운 색감이 돋보입니다. 이외의 면은 BOMSTAD 봄스타드 코팅 패브릭으로 마감되었습니다. 시트쿠션에 고탄성폼과 폴리에스테르 섬유 충전재를 넣어서 더욱 편안합니다. 팔걸이를 분리할 수 있고 긴의자에 쉽게 설치할 수 있어요. 10년간 품질보증을 제공합니다. 자세한 내용은 품질보증서의 약관을 참조하세요. 커버와 어울리는 다리 슬리브 포함.,1029000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/landskrona-3-seat-sofa-grann-bomstad-dark-beige-wood__0609054_pe684295_s5.jpg,output_sofa\images\192.757.73.jpg,https://www.ikea.com/kr/ko/p/landskrona-3-seat-sofa-grann-bomstad-dark-beige-wood-s19275773/,검토,
IKEA,792.757.70,SOFA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 다크베이지/메탈,IKEA,LANDSKRONA 란스크로나 3인용소파 - 그란/봄스타드 다크베이지/메탈. 피부에 닿는 면은 부드럽고 매끄러우며 튼튼한 그레인 가죽 소재의 GRANN 그란으로 덮여 있어요. 이 가죽은 자연스러운 색감이 돋보입니다. 이외의 면은 BOMSTAD 봄스타드 코팅 패브릭으로 마감되었습니다. 시트쿠션에 고탄성폼과 폴리에스테르 섬유 충전재를 넣어서 더욱 편안합니다. 팔걸이를 분리할 수 있고 긴의자에 쉽게 설치할 수 있어요. 10년간 품질보증을 제공합니다. 자세한 내용은 품질보증서의 약관을 참조하세요. 커버와 어울리는 다리 슬리브 포함.,1029000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/landskrona-3-seat-sofa-grann-bomstad-dark-beige-metal__1577177_pe1032996_s5.jpg,output_sofa\images\792.757.70.jpg,https://www.ikea.com/kr/ko/p/landskrona-3-seat-sofa-grann-bomstad-dark-beige-metal-s79275770/,검토,
IKEA,405.959.37,SOFA,GLOSTAD 글로스타드 3인용소파 - 크니사 다크그레이,IKEA,"GLOSTAD 글로스타드 3인용소파 - 크니사 다크그레이. GLOSTAD 글로스타드 소파는 심플한 디자인을 자랑하며, 두툼한 시트와 푹신한 팔걸이, 부드러운 등쿠션이 제자리에 고정되어 있어 편안한 착석감을 선사해요. 소파의 무게가 가벼워 집에서 가구를 재배치하거나 새 집으로 이사할 때 쉽게 옮길 수 있습니다. 완만하게 경사진 다리는 소파의 안정성을 높여주고 개성 있는 느낌을 선사합니다. 이러한 디자인은 생산 과정에서 소재를 더 효율적으로 사용할 수 있기 때문에 환경을 보호함과 더불어 낮은 가격으로 제공할 수 있습니다.",199000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/glostad-3-seat-sofa-knisa-dark-grey__1234948_pe917261_s5.jpg,output_sofa\images\405.959.37.jpg,https://www.ikea.com/kr/ko/p/glostad-3-seat-sofa-knisa-dark-grey-40595937/,검토,
IKEA,305.959.33,SOFA,GLOSTAD 글로스타드 3인용소파 - 크니사 미디엄블루,IKEA,"GLOSTAD 글로스타드 3인용소파 - 크니사 미디엄블루. GLOSTAD 글로스타드 소파는 심플한 디자인을 자랑하며, 두툼한 시트와 푹신한 팔걸이, 부드러운 등쿠션이 제자리에 고정되어 있어 편안한 착석감을 선사해요. 소파의 무게가 가벼워 집에서 가구를 재배치하거나 새 집으로 이사할 때 쉽게 옮길 수 있습니다. 완만하게 경사진 다리는 소파의 안정성을 높여주고 개성 있는 느낌을 선사합니다. 이러한 디자인은 생산 과정에서 소재를 더 효율적으로 사용할 수 있기 때문에 환경을 보호함과 더불어 낮은 가격으로 제공할 수 있습니다.",199000,KRW,https://schema.org/InStock,,https://www.ikea.com/kr/ko/images/products/glostad-3-seat-sofa-knisa-medium-blue__1234953_pe917262_s5.jpg,output_sofa\images\305.959.33.jpg,https://www.ikea.com/kr/ko/p/glostad-3-seat-sofa-knisa-medium-blue-30595933/,검토,
